,Name,Blinks,Average_EAR,FakeOReal,Duration
0,id1_id3_0004.mp4,12,0.26239366320775365,Fake,13
1,id3_id6_0008.mp4,1,0.294460933116196,Fake,15
2,id4_id2_0009.mp4,8,0.3005527506551492,Fake,16
3,id9_id2_0007.mp4,9,0.26173522314171327,Fake,15
4,id13_id10_0000.mp4,1,0.3803017634457779,Fake,10
5,id3_id9_0000.mp4,7,0.2927540058637457,Fake,15
6,id0_id9_0009.mp4,18,0.2293533000695774,Fake,17
7,id2_id0_0001.mp4,4,0.2522709022104029,Fake,12
8,id9_id17_0003.mp4,7,0.2630649816612431,Fake,16
9,id8_id5_0002.mp4,8,0.2848004807472099,Fake,17
10,id16_id9_0002.mp4,3,0.3104891687044714,Fake,12
11,id16_id2_0011.mp4,0,0.32713991254029023,Fake,9
12,id1_id9_0001.mp4,2,0.2900491703909033,Fake,9
13,id7_id13_0009.mp4,14,0.2823525715507885,Fake,15
14,id0_id9_0005.mp4,6,0.1821532066513798,Fake,15
15,id12_id10_0002.mp4,0,0.3624876641932176,Fake,12
16,id10_id7_0006.mp4,0,0.32175602373837503,Fake,5
17,id0_id3_0004.mp4,2,0.284459829701167,Fake,10
18,id9_id17_0009.mp4,6,0.2464364122421489,Fake,10
19,id2_id0_0003.mp4,6,0.2614127217671846,Fake,12
20,id2_id16_0005.mp4,1,0.30913897426332304,Fake,10
21,id16_id17_0007.mp4,3,0.2680596938250942,Fake,9
22,id3_id6_0009.mp4,1,0.3233310509536403,Fake,16
23,id9_id1_0006.mp4,10,0.26343718407921574,Fake,13
24,id16_id3_0001.mp4,11,0.2626060737132274,Fake,10
25,id17_id2_0004.mp4,1,0.3419590321639763,Fake,10
26,id2_id4_0000.mp4,9,0.24303774357902216,Fake,14
27,id1_id9_0009.mp4,10,0.276372251664137,Fake,13
28,id16_id0_0012.mp4,4,0.25989294225198534,Fake,10
29,id8_id6_0003.mp4,9,0.24819739099084553,Fake,13
30,id10_id11_0001.mp4,0,0.3491840420771337,Fake,3
31,id0_id17_0000.mp4,10,0.24968241066721275,Fake,15
32,id4_id9_0001.mp4,16,0.23125748398294638,Fake,15
33,id6_id9_0003.mp4,4,0.29949479222679404,Fake,12
34,id9_id6_0005.mp4,0,0.3119789162270457,Fake,14
35,id3_id2_0000.mp4,5,0.3164162320693649,Fake,15
36,id16_id1_0004.mp4,13,0.26261846805667977,Fake,13
37,id3_id2_0007.mp4,3,0.3432802779067011,Fake,12
38,id3_id0_0003.mp4,8,0.27157252629837764,Fake,12
39,id9_id16_0008.mp4,15,0.22981022589334443,Fake,15
40,id17_id9_0009.mp4,7,0.2577212690207364,Fake,9
41,id2_id17_0005.mp4,3,0.2925599147433176,Fake,10
42,id3_id6_0005.mp4,7,0.2939253225869015,Fake,13
43,id6_id0_0009.mp4,5,0.275028690272254,Fake,17
44,id16_id0_0003.mp4,7,0.2512974284991186,Fake,10
45,id6_id0_0007.mp4,5,0.3003597806020096,Fake,18
46,id2_id1_0000.mp4,9,0.2625927385172451,Fake,14
47,id3_id9_0005.mp4,8,0.2797397512499099,Fake,13
48,id16_id6_0013.mp4,12,0.25051574209807825,Fake,10
49,id16_id0_0006.mp4,1,0.290110730339979,Fake,7
50,id8_id1_0007.mp4,3,0.27412852281359956,Fake,12
51,id3_id2_0003.mp4,4,0.33355278770786867,Fake,12
52,id6_id17_0009.mp4,3,0.2699996389217628,Fake,17
53,id16_id17_0010.mp4,22,0.22128830845119973,Fake,10
54,id7_id12_0000.mp4,2,0.2589388247772063,Fake,9
55,id2_id17_0000.mp4,12,0.2327594470099586,Fake,14
56,id12_id7_0001.mp4,2,0.3172503929597141,Fake,13
57,id3_id17_0007.mp4,7,0.29570632022185606,Fake,12
58,id17_id9_0003.mp4,3,0.2738227465544449,Fake,8
59,id4_id0_0009.mp4,14,0.24607841866789443,Fake,16
60,id3_id9_0006.mp4,10,0.2734332570685527,Fake,13
61,id6_id3_0004.mp4,3,0.3287022091853141,Fake,15
62,id16_id17_0001.mp4,10,0.23795590300611874,Fake,10
63,id6_id2_0006.mp4,0,0.34631927165131243,Fake,9
64,id4_id6_0005.mp4,3,0.29247336705241805,Fake,15
65,id8_id7_0002.mp4,7,0.26441982807462205,Fake,17
66,id0_id2_0005.mp4,12,0.2555065056578264,Fake,15
67,id4_id9_0005.mp4,6,0.2631901263261907,Fake,15
68,id6_id0_0003.mp4,4,0.277386122601646,Fake,12
69,id3_id0_0001.mp4,5,0.2965324382571671,Fake,12
70,id9_id17_0004.mp4,6,0.27153922206881914,Fake,12
71,id17_id0_0002.mp4,10,0.22343256798874597,Fake,11
72,id9_id0_0009.mp4,6,0.23284924036191404,Fake,10
73,id6_id17_0004.mp4,8,0.2782385846933387,Fake,15
74,id3_id0_0007.mp4,5,0.2912390661351978,Fake,12
75,id4_id0_0002.mp4,17,0.2422774157747209,Fake,16
76,id17_id0_0000.mp4,1,0.288630485045152,Fake,10
77,id10_id13_0008.mp4,0,0.3702143376882887,Fake,12
78,id3_id4_0008.mp4,12,0.25892210389425563,Fake,15
79,id17_id1_0001.mp4,11,0.24585264092748566,Fake,10
80,id8_id2_0002.mp4,9,0.33322197448865387,Fake,17
81,id16_id6_0010.mp4,13,0.2457189396063968,Fake,10
82,id2_id0_0002.mp4,7,0.2749845696680604,Fake,12
83,id17_id16_0009.mp4,13,0.24409893737063149,Fake,9
84,id4_id6_0006.mp4,0,0.298560326845998,Fake,10
85,id0_id2_0008.mp4,6,0.28547524092156057,Fake,15
86,id3_id9_0007.mp4,5,0.3127501481907989,Fake,12
87,id17_id6_0009.mp4,0,0.30971498698778416,Fake,9
88,id13_id7_0009.mp4,5,0.24668133432524572,Fake,14
89,id11_id7_0007.mp4,2,0.3438907232585907,Fake,10
90,id4_id2_0002.mp4,5,0.30540481918105666,Fake,16
91,id1_id17_0001.mp4,2,0.27981832234324966,Fake,9
92,id2_id4_0006.mp4,7,0.3070121153347985,Fake,12
93,id1_id3_0007.mp4,5,0.2860696805957518,Fake,10
94,id0_id1_0002.mp4,11,0.22725393800178587,Fake,11
95,id9_id0_0006.mp4,10,0.24299372838386862,Fake,13
96,id0_id6_0001.mp4,2,0.31983026617271315,Fake,10
97,id0_id2_0000.mp4,10,0.2707014885860307,Fake,15
98,id9_id2_0005.mp4,8,0.2982139900551663,Fake,14
99,id3_id2_0001.mp4,2,0.32782326318171734,Fake,12
100,id16_id3_0002.mp4,2,0.3323259656186357,Fake,12
101,id16_id2_0003.mp4,4,0.29609050152397876,Fake,10
102,id13_id7_0000.mp4,1,0.38756763861936877,Fake,10
103,id16_id9_0010.mp4,21,0.21083956359396464,Fake,10
104,id7_id11_0004.mp4,12,0.2910445246097102,Fake,24
105,id1_id0_0002.mp4,6,0.26995464869406055,Fake,13
106,id4_id1_0002.mp4,12,0.2506058411172804,Fake,16
107,id16_id2_0012.mp4,1,0.3320675820647074,Fake,10
108,id0_id6_0002.mp4,0,0.28543727290016085,Fake,11
109,id2_id4_0008.mp4,10,0.2753524466927937,Fake,17
110,id6_id4_0006.mp4,0,0.324889234881193,Fake,9
111,id9_id4_0007.mp4,10,0.25783048797531544,Fake,15
112,id9_id16_0002.mp4,7,0.24207120904558993,Fake,12
113,id8_id2_0003.mp4,7,0.2740042182117747,Fake,13
114,id9_id4_0000.mp4,14,0.2081375831512187,Fake,14
115,id4_id0_0001.mp4,15,0.24357089775145524,Fake,15
116,id6_id0_0004.mp4,4,0.28134460360587876,Fake,15
117,id1_id16_0004.mp4,12,0.2332737093623266,Fake,13
118,id6_id3_0006.mp4,0,0.3162632442833193,Fake,9
119,id9_id1_0009.mp4,4,0.2520157191180434,Fake,10
120,id7_id10_0009.mp4,4,0.3247361995554549,Fake,15
121,id17_id6_0001.mp4,4,0.27452805263786356,Fake,10
122,id6_id16_0001.mp4,7,0.234177184452826,Fake,10
123,id2_id3_0006.mp4,5,0.3333504229838384,Fake,12
124,id1_id0_0006.mp4,9,0.2743799533242609,Fake,16
125,id3_id4_0003.mp4,8,0.2765888234384862,Fake,12
126,id17_id1_0005.mp4,8,0.2974858343354601,Fake,10
127,id6_id16_0004.mp4,11,0.27462573906075166,Fake,15
128,id13_id10_0015.mp4,5,0.32249675343371437,Fake,16
129,id1_id6_0003.mp4,13,0.2407359115718603,Fake,15
130,id0_id16_0005.mp4,9,0.18398357427327447,Fake,15
131,id8_id0_0008.mp4,27,0.23172260502814562,Fake,19
132,id6_id3_0000.mp4,4,0.34249732469147304,Fake,21
133,id9_id1_0002.mp4,9,0.24777960644885225,Fake,12
134,id3_id6_0001.mp4,1,0.31713202697121967,Fake,12
135,id4_id1_0007.mp4,2,0.2688025146358961,Fake,14
136,id6_id3_0009.mp4,9,0.29561173523380824,Fake,17
137,id2_id4_0002.mp4,9,0.25274772336319956,Fake,12
138,id8_id3_0003.mp4,14,0.25973989902026245,Fake,13
139,id3_id4_0004.mp4,20,0.2450106360045557,Fake,16
140,id17_id3_0009.mp4,0,0.2991173455378476,Fake,9
141,id3_id17_0001.mp4,7,0.2604382632969082,Fake,12
142,id11_id7_0002.mp4,8,0.27949956457208736,Fake,11
143,id3_id1_0009.mp4,7,0.2971117554612473,Fake,16
144,id11_id7_0001.mp4,3,0.317272970242422,Fake,14
145,id2_id3_0004.mp4,10,0.29962445590695236,Fake,14
146,id2_id17_0003.mp4,9,0.257706506810114,Fake,12
147,id16_id2_0004.mp4,8,0.30526536803227644,Fake,13
148,id0_id4_0003.mp4,11,0.26501469716450765,Fake,17
149,id2_id17_0001.mp4,13,0.22121915144859386,Fake,12
150,id6_id3_0005.mp4,1,0.3613899943913568,Fake,12
151,id6_id3_0008.mp4,3,0.275743872786802,Fake,12
152,id1_id3_0006.mp4,7,0.3061535132339086,Fake,16
153,id2_id9_0001.mp4,4,0.26757104763873457,Fake,12
154,id16_id0_0011.mp4,4,0.2841074994469019,Fake,9
155,id6_id16_0009.mp4,9,0.26784789840302936,Fake,17
156,id3_id0_0002.mp4,3,0.30955915888863583,Fake,14
