,Name,Blinks,Average_EAR,FakeOReal,Duration
0,00154.mp4,11,0.2502235260699483,Real,12
1,00238.mp4,8,0.2994707713566103,Real,14
2,00181.mp4,0,0.336664435444918,Real,13
3,00180.mp4,0,0.3219183618892605,Real,11
4,00159.mp4,7,0.2627271816839184,Real,14
5,00168.mp4,3,0.27506576662272353,Real,15
6,00107.mp4,23,0.19704881372484956,Real,15
7,00027.mp4,0,0.3827975094946913,Real,16
8,00221.mp4,12,0.3112218943792669,Real,14
9,00131.mp4,5,0.2788545912555666,Real,11
10,00101.mp4,7,0.33416799321812735,Real,14
11,00231.mp4,12,0.2392383107174217,Real,15
12,00089.mp4,5,0.31126469201627066,Real,16
13,00050.mp4,4,0.38596750638072375,Real,15
14,00003.mp4,8,0.2825608588996829,Real,9
15,00029.mp4,6,0.2870553762545788,Real,15
16,00133.mp4,16,0.250759213520153,Real,16
17,00061.mp4,5,0.2696659687292697,Real,13
18,00138.mp4,0,0.33940482663084176,Real,16
19,00079.mp4,8,0.26669189970145046,Real,12
20,00059.mp4,3,0.31029105595779993,Real,15
21,00054.mp4,1,0.2842314230055505,Real,13
22,00007.mp4,16,0.22841016929199082,Real,15
23,00125.mp4,4,0.24266051177591677,Real,9
24,00228.mp4,5,0.34444982151685494,Real,15
25,00064.mp4,12,0.24003029630660794,Real,14
26,00183.mp4,5,0.27410881404790205,Real,17
27,00038.mp4,13,0.18270432978008322,Real,15
28,00217.mp4,3,0.28359654622460734,Real,10
29,00126.mp4,16,0.25320626165421334,Real,15
30,00096.mp4,1,0.37706440219175413,Real,10
31,00166.mp4,6,0.2352155534482977,Real,15
32,00179.mp4,1,0.36568685957216124,Real,15
33,00121.mp4,1,0.2980691901615497,Real,15
34,00142.mp4,18,0.20490005383577528,Real,15
35,00004.mp4,1,0.3207970409813917,Real,15
36,00060.mp4,15,0.2988765647381754,Real,15
37,00056.mp4,10,0.332407434269775,Real,17
38,00236.mp4,6,0.2794138302380691,Real,15
39,00063.mp4,0,0.30567488597500664,Real,15
40,00094.mp4,9,0.26756615231682485,Real,13
41,00058.mp4,6,0.28513896153424007,Real,16
42,00092.mp4,4,0.3320704539037847,Real,18
43,00082.mp4,10,0.31019911194933186,Real,15
44,00137.mp4,6,0.3143016374402479,Real,11
45,00102.mp4,7,0.31555994120411784,Real,15
46,00095.mp4,20,0.20303467643269532,Real,16
47,00226.mp4,2,0.34477847405627254,Real,15
48,00139.mp4,13,0.2901641941221512,Real,18
49,00114.mp4,3,0.3002973705961158,Real,11
50,00147.mp4,5,0.340966201335969,Real,17
51,00134.mp4,8,0.2782848662917681,Real,16
52,00222.mp4,6,0.3588356562629466,Real,15
53,00176.mp4,4,0.3001139897271676,Real,20
54,00042.mp4,9,0.28046821242765724,Real,12
55,00097.mp4,31,0.18239212099251165,Real,16
56,00202.mp4,7,0.33147843557416673,Real,16
57,00068.mp4,2,0.3196250334821666,Real,15
58,00170.mp4,1,0.36012010320811627,Real,11
59,00000.mp4,16,0.2377517044828533,Real,15
60,00151.mp4,0,0.38727886908048437,Real,16
61,00048.mp4,2,0.29056335671184547,Real,16
62,00028.mp4,6,0.3352047246577296,Real,15
63,00015.mp4,0,0.3479695079820977,Real,14
64,00193.mp4,3,0.39775959866118704,Real,11
65,00201.mp4,1,0.3294387098173082,Real,15
66,00075.mp4,7,0.2975418547194575,Real,15
67,00225.mp4,12,0.26660479695148964,Real,15
68,00072.mp4,11,0.28113793736577447,Real,15
69,00160.mp4,11,0.24568895181236633,Real,16
70,00227.mp4,13,0.30317845646055097,Real,15
71,00162.mp4,5,0.27240236869367807,Real,14
72,00025.mp4,4,0.298719764743052,Real,15
73,00177.mp4,11,0.3205172212045067,Real,17
74,00009.mp4,13,0.2835886764893768,Real,19
75,00014.mp4,12,0.21416483562711083,Real,15
76,00232.mp4,5,0.29903866846239935,Real,15
77,00172.mp4,1,0.3322954010105416,Real,11
78,00150.mp4,2,0.3335515655937131,Real,15
79,00119.mp4,2,0.3109321504161128,Real,14
80,00067.mp4,7,0.26580192992207907,Real,15
81,00210.mp4,19,0.24490721513484548,Real,20
82,00031.mp4,0,0.4450869080933455,Real,17
83,00012.mp4,3,0.27735145366349795,Real,13
84,00184.mp4,4,0.23362003051337532,Real,15
85,00037.mp4,10,0.3104294953049548,Real,15
86,00008.mp4,2,0.3723019524224066,Real,15
87,00074.mp4,6,0.27009907395232896,Real,15
88,00141.mp4,13,0.22410671964560547,Real,14
89,00198.mp4,11,0.23985077749686956,Real,15
90,00230.mp4,14,0.24392597909539446,Real,15
91,00182.mp4,6,0.23373263739706904,Real,15
92,00241.mp4,18,0.2400462533379597,Real,14
93,00153.mp4,8,0.2870770377122041,Real,16
94,00140.mp4,1,0.33859308928276516,Real,12
95,00235.mp4,6,0.3106443032520167,Real,16
96,00088.mp4,5,0.3215229611797769,Real,16
97,00234.mp4,5,0.32382415099923195,Real,12
98,00213.mp4,19,0.21122286425262535,Real,15
99,00204.mp4,7,0.2816679963667185,Real,15
100,00057.mp4,14,0.27799451671987657,Real,15
101,00040.mp4,5,0.3654032461204385,Real,12
102,00219.mp4,4,0.29882854684381904,Real,16
103,00248.mp4,19,0.25938833421312013,Real,16
104,00215.mp4,3,0.2622838455267605,Real,15
105,00185.mp4,11,0.300456343903684,Real,15
106,00110.mp4,3,0.38039066062491395,Real,15
107,00243.mp4,0,0.3438054419359623,Real,15
108,00218.mp4,6,0.2351263814653204,Real,15
109,00214.mp4,8,0.33602819721723676,Real,14
110,00169.mp4,0,0.3170313923023715,Real,14
111,00191.mp4,14,0.22179815352413973,Real,14
112,00105.mp4,15,0.25469702151214924,Real,16
113,00212.mp4,13,0.23906920199932213,Real,13
114,00200.mp4,0,0.331657190108223,Real,15
115,00211.mp4,21,0.2218454776373589,Real,14
116,00024.mp4,7,0.31284076895034973,Real,18
117,00006.mp4,3,0.34316988272215726,Real,16
